72,2885,99.79
84,4574,19.42
68,3496,6.05
86,6340,54.01
65,7065,93.41
7,0280,44.4
61,0199,83.68
26,5371,64.4
40,0891,81.05
70,9191,19.81
14,7253,98.3
9,9885,87.71
34,6783,41.33
63,2181,11.34
28,6644,83.5
2,8124,33.38
63,5336,62.13
70,4680,48.47
7,3991,45.44
98,8130,47.7
56,4361,4.31
5,6134,10.4
4,1641,41.02
21,6663,32.89
67,9281,63.83
71,6909,65.99
66,8835,50.1
1,8903,67.13
33,0464,75.27
10,4552,42.77
46,0505,94.71
5,7005,51.62
52,2434,81.8
31,2701,36.94
64,3137,8.51
40,5791,28.75
10,9210,92.8
37,9233,26.02
9,4844,17.72
78,4136,74.27
35,1518,11.73
16,5209,84.31
45,9356,12.98
6,3694,27.58
10,5585,68.06
22,3320,73.53
48,5541,84.8
74,9736,6.92
35,6537,54.46
2,4568,91.76
52,3039,98.05
75,5003,92.6
54,6232,71.85
81,4934,91.73
43,9730,23.06
74,1177,51.84
76,8575,79.74
16,3276,12.91
85,7143,52.64
90,7183,12.16
86,3209,55.08
11,4951,37.57
40,1116,55.01
89,6637,73.59
4,8297,42.25
27,6568,27.64
52,7284,82.86
72,4063,64.57
93,6867,1.03
78,6906,27.42
94,9014,36.7
83,8592,25.73
96,5517,13.7
11,3217,36.02
48,4255,95.98
45,4340,57.19
2,3747,76.7
97,5994,55.13
76,8237,44.51
31,6263,35.61
80,6734,14.57
16,5166,11.71
53,1014,38.49
31,7720,74.64
1,6745,17.68
76,0875,80.42
32,7210,14.61
73,7963,88.63
51,8763,96.21
42,8668,41.72
79,4090,47.37
70,9944,6.42
72,9426,5.61
6,1396,38.77
21,5095,47.74
99,0787,89.86
66,0358,29.64
67,4042,80.31
43,5998,65.21
28,0065,11.93
15,0116,97.97
39,5130,53.09
48,4709,12.99
63,5580,51.93
97,9267,45.0
39,6863,35.35
88,4745,85.06
65,8472,53.72
13,4513,47.37
23,6259,62.06
32,0891,88.76
34,6747,3.43
40,3918,58.53
48,0082,91.51
53,9739,77.63
37,7611,56.74
7,0506,99.48
20,4454,14.37
7,8855,58.47
4,1823,87.53
7,6620,67.18
59,8071,95.41
89,2965,99.5
78,6362,70.26
65,5428,7.69
30,3551,48.83
47,8712,19.96
58,2523,84.77
27,9130,11.97
96,1246,42.86
71,7886,78.0
61,4369,87.42
3,8411,3.52
54,9299,75.72
30,9567,45.47
97,3603,71.76
47,7498,11.96
55,9360,39.7
54,6210,36.85
47,6413,94.09
39,1706,25.48
51,7382,84.41
3,5421,85.85
81,0769,29.53
88,5636,67.3
92,8551,53.56
60,6795,13.31
47,3812,27.14
38,9325,75.77
26,9990,16.39
10,6806,34.93
67,3506,43.13
49,5007,25.65
32,1293,35.64
89,1212,1.19
92,1764,67.35
93,5101,48.15
96,3940,14.63
40,3532,89.33
8,1382,87.51
15,5125,86.66
99,0516,77.54
28,9032,43.5
21,9830,57.92
76,7077,9.83
49,2232,71.05
27,3852,19.55
27,4692,84.03
26,1701,8.88
6,6853,87.64
47,2361,62.46
84,9095,74.39
40,9148,40.74
43,0802,34.67
19,9618,93.06
64,1010,72.47
76,4445,52.38
8,1820,71.26
96,8933,92.96
80,2253,75.84
37,3021,7.74
10,2377,5.13
34,7954,93.93
62,4573,16.9
90,5465,55.59
28,1821,8.59
41,3521,14.8
12,9151,48.11
92,5110,31.71
88,8271,70.38
68,5207,90.78
80,5218,87.9
24,0573,51.62
62,4919,6.15
11,9808,99.67
32,9422,11.43
58,3956,74.71
10,5470,70.72
59,7524,46.97
20,6289,43.37
64,4798,78.56
65,6168,27.4
55,7761,97.87
70,1037,74.86
94,8656,28.25
36,9346,68.11
51,7339,5.72
46,6282,4.36
72,1601,25.39
5,3932,19.05
61,3272,43.94
14,0218,97.57
65,4063,52.93
34,5096,77.84
29,7210,77.8
79,6902,22.85
78,6412,89.85
56,1730,35.99
13,7765,68.64
18,9599,74.68
13,1023,84.85
69,4194,88.52
44,2372,91.0
98,7803,87.27
72,2152,75.1
34,1761,27.79
55,3058,33.37
28,0926,59.43
82,6062,24.41
26,4862,53.76
69,1151,77.01
2,5812,5.93
75,8176,59.4
57,2013,89.84
41,2459,47.78
79,4178,95.97
75,5466,45.92
84,9755,54.57
72,0487,10.85
73,8701,70.27
86,7820,40.56
87,6848,72.47
77,7062,99.74
57,9480,52.06
26,6203,37.18
41,1485,6.71
43,4111,46.68
9,8546,70.65
16,6560,95.84
25,7618,65.26
1,3095,64.74
21,0218,18.37
72,9644,8.67
78,7467,80.88
17,1505,9.84
27,0941,11.34
98,7389,79.68
80,2053,31.57
37,8878,73.01
2,8314,37.33
86,7772,3.69
65,4093,8.04
17,3002,4.82
49,3899,43.31
90,1659,99.31
18,4247,23.26
4,9221,94.15
9,7292,65.84
89,0218,21.82
80,5335,85.97
32,8805,87.3
15,2405,15.38
52,7084,11.17
51,9758,84.85
27,9651,9.53
23,1384,96.72
61,7938,88.19
16,4963,33.82
44,6088,85.43
61,1153,33.94
59,3202,99.25
32,4638,85.37
65,1638,63.0
2,8943,22.01
79,6959,29.9
9,3411,1.12
88,2429,34.26
86,6186,9.12
93,5406,47.17
91,1888,93.68
73,4059,80.5
60,8595,89.29
27,1256,96.78
4,8041,25.93
64,3605,71.23
75,8362,11.16
36,9030,65.57
48,5053,58.27
73,3916,37.41
52,9071,67.07
6,4306,9.98
34,6512,83.65
40,8822,7.9
41,0398,60.4
48,4263,67.85
14,1316,49.66
57,4974,69.92
5,2777,33.09
60,3581,96.13
87,8169,9.85
81,5578,55.87
53,7291,30.69
55,2970,55.03
10,0893,54.02
46,9308,38.91
34,4623,86.41
44,6269,60.7
74,0727,44.63
20,5332,48.96
70,5519,18.0
34,3613,49.38
99,8181,55.86
31,9408,12.69
89,6584,61.96
61,8565,52.35
35,6503,10.43
72,9595,30.58
34,3481,57.89
62,1942,81.11
70,7171,5.41
76,5190,52.31
87,3240,21.62
84,2518,29.63
42,8528,16.04
59,7564,65.6
84,9587,2.78
51,8949,62.8
35,5443,56.96
96,3922,92.42
4,4365,48.54
90,5408,90.63
49,3898,94.82
42,5000,65.82
81,1401,16.35
91,2316,16.03
10,8971,22.82
20,2476,27.51
10,6477,83.04
13,4578,88.16
41,4532,70.97
9,9170,64.2
15,8641,99.36
64,3669,94.05
27,2582,60.9
95,1760,95.66
29,1137,45.51
25,6167,79.95
81,6711,50.33
99,3503,91.06
29,5165,84.97
99,0926,27.78
42,8051,8.79
24,5960,21.02
78,4577,11.24
14,6983,18.16
13,5529,24.89
3,3190,80.88
45,5775,79.96
40,0738,98.4
17,0693,15.58
49,4729,2.49
75,7233,54.46
14,7544,71.83
57,5615,42.68
14,5599,35.22
36,7985,93.26
82,3185,41.09
45,9518,83.9
78,8246,42.88
82,1528,77.76
47,4895,36.23
22,4512,82.46
86,4371,67.71
44,9152,6.65
85,6093,76.96
13,1148,39.33
19,3813,19.52
32,1862,22.22
78,4991,89.06
3,4143,16.81
30,6318,54.49
68,1937,66.74
39,6586,6.44
55,6766,93.74
19,9546,22.73
43,5153,71.01
51,9858,55.88
6,4123,35.13
17,1193,76.53
66,6263,88.66
77,6254,76.55
97,7781,16.6
35,7974,89.32
88,6661,48.25
17,4745,61.83
96,9736,18.77
3,0000,64.38
62,7607,44.91
52,3539,15.27
14,0807,98.99
60,7689,36.4
70,0858,69.57
1,7049,89.95
17,9258,67.93
60,6726,18.85
22,8789,89.9
34,0661,56.05
61,9112,20.02
89,6144,61.71
32,8238,41.84
7,8291,82.27
41,3463,85.2
26,6447,58.27
27,6387,69.17
99,4805,29.96
36,0094,97.5
84,5205,74.87
71,8311,39.87
3,1176,18.06
15,2212,44.18
13,8992,25.68
27,7284,85.7
78,5612,14.81
87,4484,11.47
13,3805,31.8
3,5770,64.48
3,4096,99.2
67,5951,94.79
85,1729,24.39
16,2520,22.1
47,7033,52.86
45,2396,24.02
76,9033,6.62
52,9333,42.82
3,1838,2.15
79,4267,1.2
63,6047,92.63
37,6255,82.01
46,8883,39.56
6,1749,75.09
16,5809,5.62
4,4411,83.09
4,1700,92.67
95,3620,94.87
63,0638,50.5
33,5702,10.36
29,3165,14.21
44,6563,55.43
67,5899,32.8
71,4835,29.45
18,1390,64.27
64,2310,26.33
52,4404,67.2
19,4833,41.07
66,0655,55.33
20,8522,94.66
80,4535,55.29
44,7055,79.09
35,1283,93.2
96,0506,56.86
51,7188,48.18
9,8047,80.32
24,3462,60.38
52,6772,29.82
62,0730,44.66
98,5828,53.37
42,8325,99.55
40,6802,29.7
46,1623,74.61
86,8053,84.42
65,2728,11.72
78,0974,36.64
63,9688,50.79
50,6217,98.6
66,0055,20.68
68,8167,1.23
35,1610,56.43
96,7162,3.41
76,8769,8.38
37,5869,28.03
46,9603,65.23
7,9094,58.74
77,4702,21.94
66,8500,10.33
92,7435,22.52
32,8282,34.81
44,3418,87.45
91,4557,94.88
47,3092,20.49
45,0510,33.05
83,6363,98.91
69,7927,87.73
67,3634,23.79
85,7130,34.92
76,1800,96.24
6,7038,25.6
66,1745,39.47
12,9701,65.08
38,3973,96.39
23,6623,9.82
76,7259,7.52
22,2842,66.41
14,7667,93.21
24,1939,25.93
84,1797,85.67
67,3268,93.31
14,2396,17.07
50,6716,95.32
9,2151,45.46
16,2916,40.73
48,8895,82.76
64,1394,90.43
23,7216,19.18
29,5401,84.36
53,4481,31.01
24,5310,47.81
24,5061,49.42
77,3996,74.66
22,3170,84.45
66,2259,69.3
50,6763,68.34
54,4718,73.75
75,3285,83.71
73,4142,6.98
14,0191,81.11
59,3601,7.73
62,5499,9.17
40,6048,62.6
21,0187,23.39
85,1195,66.3
94,7990,99.09
81,2122,84.06
65,0767,45.71
19,7795,67.24
52,4359,53.79
77,8317,85.06
73,2223,52.47
46,8010,92.91
63,1410,46.85
28,0506,87.39
45,7347,84.82
98,3356,16.52
23,6853,76.81
35,5665,18.91
67,4917,53.19
43,8418,56.69
32,8646,88.09
80,6586,42.11
59,1555,50.56
86,7189,18.78
17,1820,63.8
18,5462,68.07
78,3068,67.59
62,9741,47.84
62,8264,66.27
29,4996,1.37
43,3361,78.29
32,3241,47.3
59,2356,87.82
75,1378,32.81
79,3366,50.46
77,3118,12.16
83,3145,6.02
40,3172,20.68
10,6278,56.73
96,7365,77.52
35,4674,19.97
66,9311,97.24
32,5932,88.22
42,8127,88.73
23,8184,40.96
33,9659,77.59
2,7294,98.26
61,7632,11.79
76,5469,35.11
97,7565,45.64
56,4961,97.56
31,4295,38.31
25,0514,37.28
4,4661,80.6
85,0999,68.28
51,3858,27.33
22,8047,95.79
62,3806,99.53
93,0750,2.96
56,6414,98.18
6,7851,72.88
33,9575,34.58
4,6632,69.34
16,5205,91.7
36,7437,97.95
22,4719,73.77
46,5570,52.75
53,1272,62.8
19,0603,98.9
15,5118,46.32
95,4756,32.23
74,3543,92.58
53,8875,56.69
23,8110,38.73
54,7589,21.62
98,9300,67.67
40,3444,93.33
76,3352,19.42
59,0386,96.07
9,7659,82.92
25,3458,15.98
81,5193,53.02
47,5511,73.75
46,1726,32.97
99,1011,3.52
16,6684,47.48
30,4513,36.72
29,3754,75.08
94,0224,9.58
50,5283,26.34
10,5363,84.07
1,6848,48.29
90,2105,28.58
65,5827,60.56
29,6005,59.84
57,9957,57.72
58,6786,4.59
94,4720,85.96
57,4955,64.53
83,5230,47.86
97,4245,36.13
87,0572,74.99
78,8220,61.53
85,6045,95.28
58,5653,23.9
60,4965,57.84
7,5800,42.05
22,6678,17.52
36,9028,94.16
39,1669,55.45
47,9968,85.15
97,7957,70.53
75,0868,97.24
9,0720,20.96
39,8734,80.23
90,2318,5.17
55,5068,57.39
87,1831,1.83
85,5596,13.12
5,8220,28.0
53,7958,60.33
40,3236,45.53
52,3939,41.46
7,3967,19.35
75,7245,27.2
93,9224,4.89
70,6924,7.38
47,9232,19.33
33,7379,76.17
92,2001,51.76
43,0252,50.74
73,9773,4.87
85,1310,21.22
53,3555,18.07
23,6968,41.36
87,6383,50.66
56,0588,47.33
17,0719,90.9
57,3939,46.5
6,6434,56.33
82,3212,15.78
48,8174,95.05
1,7763,8.85
26,3279,15.14
71,2751,9.75
53,5440,90.75
11,9679,99.07
49,0329,1.1
14,6353,54.43
37,3068,78.31
7,5690,54.29
15,2947,55.59
41,5654,41.92
31,1002,35.73
44,3034,16.22
78,0983,7.42
58,5871,90.22
20,6477,22.36
86,9488,91.21
90,8471,9.92
9,6483,16.45
78,5821,94.24
40,4034,67.29
52,5196,83.24
7,0038,13.49
18,7348,23.74
68,7433,74.31
79,4366,82.54
99,5306,73.34
28,4325,69.1
70,0493,59.85
76,0536,65.68
10,7429,39.95
3,8267,56.27
13,7258,42.27
84,1063,41.14
59,7180,48.13
58,4965,77.75
58,9311,9.42
10,9961,85.19
75,1733,7.61
51,0093,34.4
93,3950,75.22
92,2891,63.84
23,7361,12.05
39,4308,53.12
21,3215,82.04
55,4687,89.7
5,7102,60.43
25,9588,91.16
24,6006,85.2
75,9324,42.07
2,5668,73.74
36,7372,13.68
17,4710,74.94
56,4868,84.77
29,3944,69.82
87,0226,55.95
59,3331,72.72
3,8971,31.76
6,0741,95.28
47,8893,46.43
45,2220,32.48
87,0694,93.16
53,9413,38.0
82,1245,41.02
72,3564,55.64
8,7527,61.59
1,5636,13.81
68,9888,19.51
84,3891,7.33
26,6117,99.16
74,4757,19.38
78,3387,42.0
21,5800,12.47
15,2691,15.74
40,6080,81.88
1,7734,49.78
22,3858,32.61
63,7200,63.77
58,7365,98.68
42,2863,70.71
37,5303,44.97
92,6439,23.28
1,6804,63.66
42,0744,58.96
83,9137,52.02
91,4583,53.97
40,2831,26.55
99,2751,23.89
64,7047,53.69
49,5820,66.95
93,4697,54.32
81,4414,57.79
67,9927,61.85
33,4828,93.28
69,4704,92.19
98,1178,38.34
70,3970,60.44
64,6099,1.32
16,2525,53.28
24,5842,52.84
96,2965,46.85
56,8870,66.79
14,6526,13.94
43,8270,82.72
71,6877,8.42
79,9614,71.76
84,5248,88.58
1,1989,64.95
94,9593,72.84
66,4372,92.72
15,8042,17.85
2,4872,6.3
65,3174,94.76
61,3457,31.67
77,4474,75.43
10,3456,74.41
76,0904,12.64
81,1917,37.88
70,4602,66.85
85,7012,23.65
52,1076,36.37
56,1239,49.29
66,4718,77.94
64,7524,96.39
28,5547,47.29
52,4952,10.31
37,9120,85.75
87,7691,32.73
32,5832,55.32
19,2710,71.39
55,3947,41.92
96,0785,41.51
88,2481,83.28
66,4462,7.81
63,0476,45.11
98,7899,23.41
88,1879,33.82
93,8743,46.17
71,4940,80.65
72,4261,83.05
15,1081,27.28
6,8116,87.4
83,3083,49.59
82,7909,51.84
98,9464,93.63
94,4146,27.98
98,5599,92.13
61,4730,2.62
43,2902,19.63
63,1216,7.26
23,7609,87.79
88,3285,1.03
41,3076,50.45
33,5493,76.9
13,9800,36.74
41,2930,29.56
24,0089,55.4
25,7624,57.36
56,8630,32.43
46,0971,34.29
72,6422,18.67
35,3393,75.45
8,3611,84.44
86,8943,54.84
42,4431,19.15
54,3331,36.14
99,7891,43.0
98,7110,24.32
23,6690,23.52
67,5513,26.04
3,3690,68.23
87,3423,48.38
56,6624,79.75
58,6019,61.67
92,8155,12.01
40,3234,22.06
28,9045,14.89
48,5148,56.93
68,7296,55.33
41,3197,43.91
35,6616,22.94
62,0145,50.49
46,0286,26.96
46,6393,22.0
72,0186,55.98
69,8230,62.27
62,7343,34.49
65,1721,4.67
78,5834,12.89
79,7610,44.31
54,5216,62.63
88,5592,10.21
73,7503,51.52
62,0642,82.56
55,9548,57.72
43,1609,5.02
39,4606,99.78
46,9290,53.49
96,4468,44.54
54,3041,58.54
67,1438,73.63
82,6225,17.37
71,4928,12.99
59,2411,44.3
4,0881,64.63
13,9599,87.07
88,5876,81.41
85,2605,62.25
50,4729,74.83
8,7868,43.97
66,5403,50.98
47,5201,44.16
9,3054,38.27
13,5911,97.49
33,1594,38.78
60,6263,17.31
65,3260,29.25
88,6744,93.89
36,8640,51.52
7,4964,66.48
93,4556,3.67
88,9388,6.76
93,6534,63.35
61,2677,2.45
61,5443,91.14
24,4694,6.61
72,8773,93.98
37,0672,14.23
78,2262,70.44
19,5676,35.73
42,4848,87.03
46,5259,48.66
69,3296,67.74
6,2541,22.86
32,2275,76.77
81,0168,9.33
25,4565,54.36
71,8576,22.81
28,8160,1.73
96,6350,2.2
59,0456,98.79
30,5935,79.88
68,8770,39.1
21,5810,81.06
57,2466,53.18
97,7718,71.6
88,7468,37.52
99,8653,24.49
77,8746,25.38
76,1029,61.95
21,4007,20.14
9,9966,62.98
86,5599,20.97
38,0436,66.67
53,0427,79.63
51,0926,5.88
87,6409,33.29
37,7890,22.4
50,7113,29.22
14,1046,98.94
28,9055,19.21
37,6236,17.61
91,2287,93.03
58,8502,38.88
39,1388,49.41
17,4441,77.31
8,7587,57.86
47,5331,89.65
2,8495,49.77
26,5846,49.39
50,1338,61.53
86,6868,62.08
59,8828,60.37
85,3428,52.8
44,8311,28.08
4,8077,61.57
70,7971,94.5
33,5129,85.52
80,0626,91.68
94,6014,80.11
1,9794,69.07
92,6910,99.66
92,6674,60.03
54,0098,85.76
81,7391,86.44
8,5555,77.99
44,4195,17.25
43,5190,59.84
90,7260,50.09
74,1453,59.12
18,3532,40.6
29,1755,81.9
60,7202,14.12
26,4930,85.32
73,0282,8.82
78,0988,59.27
34,2152,39.9
97,5726,87.92
4,3913,39.12
48,7298,41.16
71,8372,56.86
88,3837,19.71
30,4718,88.5
85,8016,8.93
98,0730,67.59
92,1098,60.13
46,2709,64.62
36,2572,98.85
7,8056,57.83
61,1665,83.94
8,7697,86.98
14,1649,66.03
6,6696,99.07
49,9483,57.82
15,4780,45.16
1,3636,55.19
24,6623,29.75
59,0102,26.49
24,1045,46.81
50,5401,33.82
4,8317,89.07
60,4019,79.25
45,2853,6.36
30,8077,71.46
74,4897,59.44
39,1759,46.79
85,7303,6.02
37,7187,22.0
95,3905,48.98
1,9549,28.77
25,2445,27.57
89,5904,67.45
37,4891,89.63
39,7263,44.13
35,4739,17.39
78,2413,2.01
49,3107,61.49
11,5356,95.13
91,8412,80.93
31,0256,37.2
46,6416,55.6
38,2378,44.21
45,5308,22.93
86,9204,42.94
23,7655,92.19
10,4113,97.43
47,2313,94.78
43,1999,99.57
8,0283,97.15
61,9916,33.21
88,6199,31.21
57,7615,58.17
94,1256,80.66
56,4544,96.86
92,1962,27.07
62,1286,65.7
86,0985,8.47
67,6531,49.84
49,6983,21.75
84,6050,68.38
25,6913,98.88
43,6659,65.61
19,8079,21.65
5,1983,36.04
22,6598,73.97
4,0826,75.08
77,1924,90.24
50,6057,26.51
80,0180,70.36
46,0337,20.66
29,4399,93.45
18,3228,3.13
69,2094,5.64
67,9287,53.7
59,5051,18.41
24,0112,88.42
49,5669,53.83
30,1133,29.22
84,1171,74.37
17,1840,90.51
7,0833,21.44
12,0639,69.59
18,2854,25.16
59,7398,49.36
41,3002,65.58
88,2991,34.17
15,5201,83.07
41,2756,9.76
67,7037,67.19
25,0379,98.71
85,5508,19.86
41,6323,4.55
85,9271,80.48
54,7435,46.6
52,3430,14.42
80,8443,17.35
67,4859,71.7
95,3912,4.81
64,0200,62.75
49,1483,39.66
76,2320,48.44
84,5477,40.69
98,5792,12.5
97,0346,51.25
19,4775,42.17
29,7695,82.01
9,0138,77.32
79,0091,77.47
24,6316,29.44
74,1894,44.49
85,6116,31.17
40,5507,80.21
34,0186,37.76
3,9415,77.39
68,4841,92.85
34,4597,66.43
26,5142,71.01
84,1609,39.38
82,2202,54.52
48,7346,62.25
80,8192,47.54
97,8494,40.28
1,7019,83.04
71,8513,27.43
9,6422,36.2
35,7119,41.45
45,6791,31.63
3,4706,86.32
11,7379,26.85
68,0460,74.81
92,5055,13.89
9,2405,21.49
93,8004,24.21
69,1383,72.27
14,9316,39.99
90,5658,7.19
13,5244,31.55
66,8859,96.18
58,4291,9.55
40,5136,91.5
26,8846,31.72
90,2701,31.13
26,4921,6.2
56,4133,8.71
4,6232,10.53
12,8279,38.94
6,6378,50.29
92,4857,85.67
99,2952,9.46
9,2594,32.4
71,4291,28.9
95,2119,58.53
3,2334,99.12
20,1181,17.7
31,8090,53.29
85,1164,98.85
12,0315,10.21
26,6711,65.4
21,4963,4.09
96,3109,40.82
84,6907,9.34
12,5089,93.48
8,3507,93.14
36,7254,68.71
22,3669,22.48
55,6048,14.32
4,7965,80.37
56,3692,35.73
11,3321,14.49
5,7667,21.99
1,0874,77.8
48,6738,89.12
9,9773,31.37
72,8169,80.8
42,6614,94.92
95,3895,17.73
52,4796,92.84
99,9086,77.16
24,7102,67.62
45,3446,40.04
24,0466,71.89
2,3453,28.62
33,6098,25.99
2,9861,18.73
44,6262,82.58
87,4306,27.6
65,7732,1.38
92,4317,44.51
54,3891,70.97
85,5155,89.41
93,3375,62.2
87,0229,55.14
21,7919,25.08
17,7214,59.41
3,9127,97.74
7,9940,77.84
60,1069,46.33
20,1081,49.68
49,5553,64.28
88,0476,62.08
7,6269,36.83
62,7198,78.97
14,5689,70.22
71,1227,19.13
44,2353,98.68
10,7038,4.69
56,4836,94.94
8,5240,25.79
4,3531,75.87
13,3755,45.46
87,2324,32.85
50,2111,65.05
4,9682,86.52
46,3279,90.46
85,4354,82.8
75,0725,70.77
42,3109,70.1
44,6782,78.34
31,4452,26.3
65,3548,24.35
84,5538,93.62
64,6703,42.16
96,4357,20.82
5,6204,71.29
9,7702,55.81
25,6550,95.08
14,2087,8.08
38,3660,48.62
91,9378,64.64
98,0893,51.83
98,5151,13.65
39,6130,30.12
49,4637,77.35
12,0092,30.53
5,9089,1.85
95,1803,70.28
67,4923,48.0
99,9102,51.87
89,6180,87.96
39,6468,5.95
81,1287,35.78
16,6756,49.92
61,6009,18.83
66,3891,60.53
1,0759,14.37
47,3965,59.43
86,6990,57.67
78,2434,21.28
58,1235,34.67
51,2531,47.46
68,2393,36.88
